,id,tweet,subtask_a,subtask_b,subtask_c
11440,43347,@USER I'm gonna show you the difference between FIRE &amp; AIR......... Sam Donald Gemini unpredictable like air itself...KAHLILI MACK ARIES...He is always gonna be on FIRE...Every snap of the ball every game the whole game.... Sam Donald trash trash trash  Like Donald Trump........,NOT,,
11113,49232,@USER You are supposed to heed all warnings. We were there in July ~ 🤨🇺🇸,NOT,,
3036,42039,@USER @USER Mob mentality...,NOT,,
2519,42875,@USER You are out of order today fam LMFAO,NOT,,
13204,69084,@USER @USER @USER @USER @USER still lies just like Obama.He talks right &amp; then votes Left. He did NOT vote for the @USER TaxReform bill! Data shows 80%+ WV taxpayers use the Std Deduct &amp; child tax credits- this bill doubled their deductions WITHOUT Joe's help! Vote him OUT on Nov 6th ! #MAGA,NOT,,
247,36518,@USER Introducing my sweet sweet baby king! He is always sooo nice! And when I try to sit on the sofa he NEVER attacks me! URL,NOT,,
11164,94821,👏👏👏👏👏 they're falsifying a prefabricated story that is hurting women who ACTUALLY have and will experience this.  #WALKAWAY #GORKEDDEMS #MAGA #WWG1WGA URL,NOT,,
12331,27618,@USER Absolutely and nothing ever came of it.,NOT,,
2532,17535,"@USER Not gonna have much choice when people keep waking up and start voting against you. What exactly is an antifa meeting?  Can you describe what and antifa"" is?""",NOT,,
9095,32533,2) The IRS attacked conservatives. The FBI rose up against a Presidential Candidate.  Suspicious deaths occurred.  The Police were branded social enemies.  DACA gave rise to illegal immigrants as voter puppets. The Military was weakened.  Iran was funded for Nuclear capabilities.,NOT,,
6800,24376,@USER Disgusting of the Dallas PD to try and find any reason to try and drag this man through the mud just say they can save one of their own when she is 100% in the wrong,OFF,TIN,IND
3986,57401,@USER @USER Basically me and my liberals friends want to decide what's right for the rest of you.,NOT,,
12725,22949,"History will judge you well."" - #QAnon URL",NOT,,
8076,91180,@USER @USER @USER And your entire argument ignores th fact that gun control affects law abiding citizens way more that it does criminals. You think they care about background checks? Restrictions? Etc? No. That’s why we call them criminals.,NOT,,
11057,30006,@USER What will German’s will give us? Gun control ?,OFF,UNT,
8011,43876,@USER Bullshit! My daughters and I watched the tennis match and sarrena got what she deserved. We are big Williams  fans. No one is above the game.,OFF,TIN,OTH
4744,94084,@USER Freak “!,NOT,,
1382,68042,- Had a nice visit with Mommie dearest. I really had to bribe her with Diet Pepsi to eat the rest of her dinner..... 😂😭🤦🏾‍♀️ She is something else!! Love that lady....,NOT,,
10429,20965,@USER You are a beautiful model &amp; HWs were jealous of that. I agree that Kendall should stay how she is &amp; not have all that phony plastic surgery like her sisters. I don't event recognize Khloe anymore. Kylie needs to stop w/fillers. She's pretty on her own &amp; not overdue it,NOT,,
7969,71694,@USER No Cadwell but Yes Former Antifa. URL,NOT,,
448,84294,@USER I think she is the one mad.  She didnt like being called out so she is trying to make them bully me. 😆,OFF,TIN,IND
1251,71717,@USER @USER Liberals and Democrats are Psychopaths! Yep! Something wrong with all of them.🧐🇳🇬,OFF,TIN,GRP
7727,91312,@USER @USER So fn hilarious,NOT,,
11448,72866,@USER @USER Tis funny you assume I’m left or a supporter of antifa even though I dislike nazis. You’re still a ball washer though.😁,OFF,TIN,IND
4464,87148,@USER See at this point i don’t know if you are making these foods as a joke or if you actually like eating this,NOT,,
11310,76336,@USER @USER @USER Harris makes herself look very ignorant daily! #MAGA without them!,OFF,TIN,IND
11231,96114,@USER @USER And that's where you are seeing what you want to see. You think these people want to look manly and powerful. I see them expressing solidarity. what a useless thing to mock.,OFF,TIN,GRP
3370,79598,"#LibDemConf shows me that @USER are absolutely void of constructive ideas for the myriad problems the UK faces, and begging @USER and @USER moderates"" isn't the answer. Thatcher was right, the parrot is dead.""",OFF,TIN,IND
6200,84789,@USER I AM FUCKING SO FUCKING HAPPY,OFF,UNT,
6413,54490,@USER @USER @USER @USER I never said no one died in Sa Juan..I said she is only in charge of one town out of 78...don’t get me wrong many people to blame...in the case of Ricardo Rosello he is terrified of Trump and wants to please him at all cause.  Im sure Roselló and trump knew the count was higher,NOT,,
1098,84770,@USER @USER @USER Complete and utter waste of time. Liberals,OFF,TIN,GRP
11805,77392,@USER Go to hell! This is NOT Queen for a Day. I believe you less and less with every bit of bullsh*t you pull. You're nothing but a lying Demonrat! #MAGA #Trump2020,OFF,TIN,IND
9478,89497,@USER @USER @USER Conservatives have never cared about women or minorities.,NOT,,
12440,93574,@USER @USER @USER @USER Well you are FABULOUS,NOT,,
49,77243,@USER Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping etc,NOT,,
12520,94685,@USER @USER Does it hurt to constantly apologize for far right conservatives,NOT,,
7044,56852,@USER AWESOME 👏 NEWS,NOT,,
9985,23255,"@USER @USER @USER Conservatives are whining"". There, I fixed the typo for you.""",OFF,UNT,
10480,66464,Alaye turn if your maga don pay,OFF,TIN,OTH
8624,85525,@USER @USER @USER @USER @USER You better pray hard because I will come in with him being guilty and he better prove he is innocent and if it's a child he can wrap it up prison is his destiny. Women can lie but 1 in a million lie about sexual assaults and rape,NOT,,
8919,38266,#wcw because look at how beautiful she is!!!!!! I wish I had this beauty tho but I am just in love with my baby sister 😍😩❤️ @USER URL,NOT,,
12573,41543,@USER @USER URL I read wages of rebellion- which had some beautiful moments - but some of it made me suspicious and this article confirmed some of them.,NOT,,
3040,76049,@USER Bono can go away now the 90s are over you sick now,OFF,TIN,IND
13235,95338,@USER Sometimes I get strong vibes from people and this man’s vibe is tens of millions of murders - he is more dangerous than DT.,OFF,TIN,IND
933,10845,@USER Donald Trump as President,NOT,,
3655,28428,@USER She is Evil!  How dare her.,OFF,TIN,IND
12682,41060,@USER @USER FINALLY! Smaller more cost effective government! Thank you Conservatives!,NOT,,
7299,95681,@USER Funny- Kerry should know! Right! Standing with our President 👍🏼👍🏼👍🏼🇺🇸🇺🇸🇺🇸 @USER,NOT,,
9105,52878,@USER @USER WTH Dude!!! Seriously..... you are going to CRITIQUE THIS?!?  Take your sorry liberal self to an Antifa protest,OFF,TIN,IND
400,38752,@USER @USER Somebody's terrified.  What will happen when the #American public knows the #truth about what you've been doing? #DrainTheDeepState   #MAGA #Trump2020 #KAG  URL,NOT,,
1842,70216,@USER It just turns by itself into the wall,NOT,,
5573,76684,@USER Hopefully not.,NOT,,
12261,66351,@USER The hate really takes a toll on these people physically. Most of these unhinged liberals do not look well. 24/7 fake news Armageddon coverage is sucking the life out of these people. I feel bad for them....,OFF,TIN,GRP
4717,22865,@USER Lmaooo! He watches videos about different methods. Whole time at the gym he is brushing his hair 🤦🏽‍♀️,NOT,,
9377,12533,"@USER @USER Aunt Crabby, will you bake her some SPECIAL"" cookies so she will children out! I worry she is going to have a heat attack!""",NOT,,
11915,68177,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Very very proud of Flotus,NOT,,
8048,70783,@USER She is such a ham!!!!,NOT,,
446,76439,@USER Yeah but I think what he is saying is addiction is a life long battle. Regardless of if he relapsed or not Josh has to keep those demons at bay every day.,NOT,,
1725,30739,@USER @USER Who ever supported this guy? You know they can never be trusted.,NOT,,
3820,64145,**Available Position** Teacher - Special Education Mild/Moderate If you are interested/qualified apply at the link below: URL URL,NOT,,
7001,60096,@USER @USER Bit of a celebrity😂😂😂 my Ass!,OFF,UNT,
5357,82215,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER How about showing patterns of intent. The march in Charlottesville. That's a perfect example of patterns of intent.  Where is that proof with Antifa? Where did they go purposely to denounce black people in America?,NOT,,
4533,99167,@USER She is very beautiful,NOT,,
10714,13861,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The bus and the kitty are not very nice individuals!,NOT,,
5857,40769,@USER is it possible Dallas Goedert is a healthy scratch next Sunday he is giving u nothing,NOT,,
12319,77937,@USER nah you bob.,NOT,,
12427,23940,#democrats and #liberals don’t give a damn about @USER allegedly committing physical violence on his ex-girlfriend but they all rush to discredit Kavanaugh for a 35 year old “vague” 11th hour accusation. #walkaway #Hypocrites,OFF,UNT,
9473,25237,@USER Just make sure you have another one to March out there when this one gets laughed at ok? Think ahead liberals   Or should we just back off because she's a female?,NOT,,
3867,53774,@USER do u have yuzusft face mod? i want it but i cant dl :o,NOT,,
1476,99579,@USER Oh you are very welcome.,NOT,,
8051,65236,@USER @USER @USER All the above are under UK control: we didn’t have to wait to leave to decide and deliver areas already fully under UK control. At this rate 33 months will be wasted plus the time to sign a new UK/EU27 trade agreement. Britain on hold. /4 #BrexitBritain,NOT,,
12061,17553,@USER For all those conservatives that were so troubled to explain things about cigar's... How outraged are they about our current president?,NOT,,
1575,77962,@USER Do you also wanna do some photography over the weekend? I’m bringing my camera gear!,NOT,,
3700,17332,@USER Awesome win!! I truly believe Americans are sick to death of what the left is trying to do to destroy America and change our country into what it never was intended to be. Go vote America and MAGA! Thank you President Trump for believing in our country and keeping promises.,OFF,TIN,GRP
2546,30598,1.Boris Johnson doesn't care about family. Forced abortion of his child by mistress. Daughter says he is a selfish bastard. Betrayed and divorced 2 women. #r4today,OFF,TIN,IND
3969,50684,@USER Or Christian conservatives could man up and do whatever it takes to win.,NOT,,
1873,13278,#Mueller #DOJ #FBI #CIA #LawEnforcement #PoliceState   Proof all law enforcement are paramilitary goons for the communist leftwing #DNC &amp; will do anything to solidify their grip on power.   Conservatives should seriously question their support of police.  URL,NOT,,
7979,91190,@USER I don't know if this cat even realizes what he is doing.,NOT,,
10293,42502,@USER @USER If they don’t want to accept the results of the election they are welcome to leave the country.  It would make me so happy.  All their fear mongering with not interrupt us from enjoying the most widespread posterity in the nation’s history.,OFF,TIN,IND
11361,10088,@USER Are you not surprised to know that liberals sacrifice their own children on the altar of virtue signaling?,NOT,,
12120,75139,@USER @USER @USER @USER @USER @USER @USER @USER He IS GOING PLACES!!!!,NOT,,
